age;turnover;travel;department;distance_from_home;education;field_of_study;employees;id;environment_satisfaction;gender;involvement;job_level;position;job_satisfaction;marital_status;monthly_income;num_companies_worked;over_18;overtime;percent_salary_hike;performance_rating;relationship_satisfaction;total_working_hours;stock_option_level;years_at_company;training_times_last_year;work_life_balance;years_with_curr_manager;years_in_current_role;years_since_last_promotion
40;No;Travel_Rarely;Sales;2;University;Marketing;1;516;Very_High;1.0;High;2;Sales Executive;High;Divorced;5715;7;Y;No;12;High;High;80;2;8;5;High;5;;1
42;No;Travel_Rarely;Research & Development;1;University;Life Sciences;1;517;Medium;1.0;High;1;Laboratory Technician;High;Divorced;2576;3;Y;No;16;High;Medium;80;1;8;5;High;5;;1
37;No;Travel_Rarely;Research & Development;10;;Life Sciences;1;518;High;1.0;High;2;Manufacturing Director;High;Single;4197;2;Y;Yes;12;High;Very_High;80;0;18;2;;1;;0
43;No;Travel_Rarely;Research & Development;12;Secondary;Life Sciences;1;520;Low;2.0;Medium;4;Research Director;Medium;Divorced;14336;1;Y;No;11;Medium;High;80;1;25;3;;25;;3
40;No;Travel_Rarely;Research & Development;2;Secondary;Medical;1;521;Medium;2.0;Medium;2;Laboratory Technician;;Married;3448;6;Y;No;22;Medium;Medium;80;1;20;3;Medium;1;;0
54;No;Travel_Rarely;Research & Development;5;University;Medical;1;522;Low;1.0;High;5;Research Director;High;Married;19406;4;Y;No;11;High;High;80;1;24;4;High;4;;1
34;No;Non-Travel;Sales;4;University;Marketing;1;523;High;1.0;High;2;Sales Executive;High;Married;6538;9;Y;No;15;High;Low;80;1;6;3;;3;;1
31;No;Travel_Rarely;Research & Development;7;University;Medical;1;524;Medium;2.0;High;2;Manufacturing Director;High;Married;4306;1;Y;No;12;High;Medium;80;1;13;5;;13;;3
43;No;Travel_Frequently;Research & Development;21;University;Medical;1;525;Very_High;1.0;High;1;Laboratory Technician;High;Married;2258;7;Y;No;20;Very_High;Low;80;1;8;1;High;3;;1
43;No;Travel_Rarely;Research & Development;8;University;Other;1;526;High;1.0;High;2;Healthcare Representative;High;Divorced;4522;4;Y;Yes;14;High;Very_High;80;0;8;3;;5;;0
25;No;Travel_Rarely;Sales;4;Secondary;Life Sciences;1;527;Medium;2.0;Medium;2;Sales Executive;Medium;Single;4487;1;Y;Yes;11;Medium;Medium;80;0;5;3;;5;;1
37;No;Non-Travel;Research & Development;25;University;Medical;1;529;Medium;1.0;High;2;Research Scientist;High;Married;4449;3;Y;Yes;15;High;Low;80;2;15;2;;13;;10
31;No;Travel_Rarely;Research & Development;1;Secondary;Life Sciences;1;530;Very_High;2.0;Medium;1;Laboratory Technician;Medium;Married;2218;1;Y;No;12;Medium;High;80;1;4;3;;4;;3
39;No;Travel_Frequently;Research & Development;1;University;Life Sciences;1;531;Medium;1.0;High;5;Manager;High;Divorced;19197;1;Y;Yes;14;High;High;80;1;21;3;;21;;1
56;No;Travel_Frequently;Sales;6;Master;Life Sciences;1;532;High;2.0;Very_High;4;Sales Executive;Very_High;Married;13212;9;Y;No;11;High;Very_High;80;3;36;0;;7;;7
30;No;Travel_Rarely;Sales;12;University;Technical Degree;1;533;Medium;1.0;High;2;Sales Executive;High;Single;6577;0;Y;No;11;High;Medium;80;0;6;6;High;5;3.0;4
41;No;Travel_Rarely;Sales;1;Master;Marketing;1;534;Medium;2.0;Very_High;3;Sales Executive;;Married;8392;1;Y;No;16;High;High;80;1;10;2;;10;;0
28;No;Travel_Rarely;Research & Development;17;University;Medical;1;536;High;1.0;High;2;Laboratory Technician;High;Divorced;4558;1;Y;No;12;High;Very_High;80;1;10;2;;10;;1
25;Yes;Travel_Rarely;Research & Development;3;University;Medical;1;538;Low;1.0;High;1;Laboratory Technician;High;Married;4031;5;Y;No;13;High;High;80;1;6;5;High;2;3.0;0
52;No;Travel_Rarely;Research & Development;3;Secondary;Medical;1;543;Very_High;2.0;Medium;3;Manufacturing Director;Medium;Married;7969;2;Y;Yes;14;Medium;High;80;0;28;4;;5;;0
45;No;Travel_Rarely;Research & Development;10;University;Life Sciences;1;544;Low;1.0;High;1;Research Scientist;High;Married;2654;3;Y;No;21;Very_High;Very_High;80;2;8;3;;2;;0
52;No;Travel_Rarely;Research & Development;4;University;Life Sciences;1;546;Very_High;1.0;High;4;Manager;High;Married;16555;2;Y;No;13;High;Very_High;80;0;31;2;;5;;1
42;No;Travel_Frequently;Research & Development;29;University;Life Sciences;1;547;Low;1.0;High;2;Research Scientist;High;Divorced;4556;2;Y;No;11;High;Medium;80;1;19;3;;5;;0
30;No;Travel_Rarely;Research & Development;2;Elementary;Life Sciences;1;548;High;1.0;Low;2;Manufacturing Director;Low;Single;6091;2;Y;No;20;Low;High;80;0;11;2;Low;5;;0
60;No;Travel_Rarely;Research & Development;7;University;Life Sciences;1;549;Low;1.0;High;5;Manager;High;Married;19566;5;Y;No;11;High;Very_High;80;0;33;5;High;29;3.0;11
46;No;Travel_Rarely;Research & Development;18;University;Medical;1;550;High;1.0;High;2;Manufacturing Director;High;Divorced;4810;2;Y;No;14;High;High;80;1;19;5;;10;;0
42;No;Travel_Frequently;Research & Development;28;;Technical Degree;1;551;Very_High;1.0;;2;Healthcare Representative;;Married;4523;0;Y;No;11;High;Very_High;80;3;7;4;;6;;0
24;Yes;Travel_Rarely;Sales;1;University;Technical Degree;1;554;Low;1.0;High;1;Sales Representative;High;Single;3202;1;Y;Yes;16;High;Medium;80;0;6;4;;5;;1
34;Yes;Travel_Frequently;Sales;6;Elementary;Marketing;1;555;Very_High;1.0;Low;1;Sales Representative;Low;Divorced;2351;0;Y;No;16;Low;Very_High;80;1;3;3;Low;2;;1
38;No;Travel_Frequently;Research & Development;2;;Life Sciences;1;556;Very_High;1.0;High;1;Laboratory Technician;High;Married;1702;1;Y;Yes;23;Very_High;High;80;1;1;3;;1;;0
40;No;Travel_Rarely;Sales;2;University;Life Sciences;1;558;High;1.0;High;5;Manager;High;Married;18041;0;Y;No;14;High;Very_High;80;0;21;2;;20;3.0;1
26;No;Travel_Rarely;Research & Development;23;University;Life Sciences;1;560;Low;1.0;High;1;Research Scientist;High;Divorced;2886;1;Y;No;22;Very_High;Medium;80;2;3;3;High;3;;0
30;No;Non-Travel;Research & Development;3;University;Life Sciences;1;562;High;1.0;High;1;Laboratory Technician;High;Married;2097;4;Y;No;15;High;High;80;1;9;3;;5;;1
29;No;Travel_Rarely;Research & Development;3;Secondary;Medical;1;564;Medium;2.0;Medium;3;Research Director;Medium;Married;11935;1;Y;No;18;Medium;High;80;0;10;2;;10;;0
29;Yes;Travel_Rarely;Research & Development;25;Secondary;Technical Degree;1;565;High;2.0;Medium;1;Research Scientist;Medium;Married;2546;5;Y;No;16;Medium;Medium;80;0;6;2;;2;2.0;1
19;Yes;Travel_Rarely;Human Resources;2;Secondary;Technical Degree;1;566;Low;2.0;Medium;1;Human Resources;Medium;Single;2564;1;Y;No;12;Medium;High;80;0;1;3;Medium;1;;0
30;No;Non-Travel;Sales;22;University;Other;1;567;High;1.0;High;3;Sales Executive;High;Married;8412;0;Y;No;11;High;High;80;0;10;3;;9;;7
57;No;Travel_Rarely;Sales;29;Secondary;Marketing;1;568;Low;2.0;Medium;4;Manager;Medium;Divorced;14118;3;Y;No;12;Medium;High;80;1;32;3;;1;;0
50;No;Travel_Rarely;Research & Development;29;Secondary;Life Sciences;1;569;Medium;2.0;Medium;4;Manager;Medium;Married;17046;0;Y;No;15;Medium;Medium;80;1;28;2;;27;;15
30;No;Non-Travel;Research & Development;2;University;Medical;1;571;High;1.0;High;1;Laboratory Technician;High;Single;2564;0;Y;No;14;High;High;80;0;12;2;;11;;6
60;No;Travel_Frequently;Sales;28;Secondary;Marketing;1;573;High;2.0;Medium;3;Sales Executive;Medium;Married;10266;4;Y;No;19;Medium;Very_High;80;0;22;5;Medium;18;;13
47;No;Travel_Rarely;Research & Development;2;;Medical;1;574;Low;1.0;High;2;Manufacturing Director;High;Divorced;5070;5;Y;No;13;High;High;80;3;20;2;;5;;0
46;No;Travel_Rarely;Research & Development;2;University;Life Sciences;1;575;Low;1.0;High;4;Research Director;High;Married;17861;6;Y;No;13;High;High;80;0;26;2;;3;;0
35;No;Travel_Rarely;Research & Development;22;Elementary;Life Sciences;1;577;Very_High;1.0;Low;1;Laboratory Technician;;Single;4230;0;Y;No;15;Low;High;80;0;6;2;Low;5;1.0;4
54;No;Travel_Rarely;Research & Development;8;University;Life Sciences;1;578;High;1.0;High;2;Laboratory Technician;High;Single;3780;7;Y;No;11;High;High;80;0;19;3;;1;;0
34;No;Travel_Rarely;Research & Development;2;Secondary;Life Sciences;1;579;Very_High;2.0;Medium;1;Research Scientist;Medium;Divorced;2768;3;Y;No;12;Medium;High;80;1;14;3;;7;;5
46;No;Travel_Rarely;Sales;10;Secondary;Marketing;1;580;High;2.0;Medium;3;Sales Executive;Medium;Married;9071;2;Y;Yes;19;Medium;High;80;1;15;3;Medium;3;;1
31;No;Travel_Rarely;Research & Development;9;University;Life Sciences;1;581;High;1.0;High;3;Manufacturing Director;High;Divorced;10648;1;Y;No;25;Very_High;Very_High;80;1;13;6;;13;3.0;0
33;Yes;Travel_Rarely;Research & Development;15;University;Medical;1;582;Medium;1.0;High;3;Manager;High;Married;13610;7;Y;Yes;12;High;Very_High;80;0;15;2;;7;;7
33;Yes;Travel_Rarely;Research & Development;10;Elementary;Medical;1;584;Low;1.0;Low;1;Laboratory Technician;Low;Divorced;3408;7;Y;No;13;Low;Low;80;3;8;2;Low;4;;1
30;No;Travel_Rarely;Sales;7;University;Marketing;1;585;Very_High;1.0;High;1;Sales Representative;High;Single;2983;0;Y;No;14;High;Low;80;0;4;3;;3;;1
35;No;Travel_Rarely;Research & Development;16;University;Life Sciences;1;586;Very_High;1.0;High;3;Healthcare Representative;High;Married;7632;4;Y;Yes;12;High;High;80;0;10;2;High;8;;0
31;Yes;Travel_Frequently;Research & Development;20;University;Life Sciences;1;587;Low;1.0;High;3;Healthcare Representative;High;Married;9824;3;Y;No;12;High;Low;80;0;12;2;;1;;0
34;Yes;Travel_Frequently;Human Resources;23;University;Human Resources;1;590;Medium;1.0;High;3;Human Resources;High;Divorced;9950;9;Y;Yes;15;High;High;80;3;11;2;High;3;;0
42;No;Travel_Frequently;Research & Development;5;University;Other;1;591;Medium;1.0;High;1;Laboratory Technician;High;Married;2093;4;Y;No;17;High;Very_High;80;1;8;4;High;2;;2
36;No;Non-Travel;Sales;10;University;Medical;1;592;Medium;1.0;High;3;Sales Executive;High;Single;9980;1;Y;No;14;High;Very_High;80;0;10;3;;10;;9
22;Yes;Travel_Frequently;Research & Development;4;Secondary;Technical Degree;1;593;High;1.0;Medium;1;Laboratory Technician;Medium;Single;3894;5;Y;No;16;Medium;High;80;0;4;3;;2;;1
48;No;Travel_Rarely;Sales;2;University;Marketing;1;595;Medium;1.0;High;2;Sales Executive;High;Married;4051;2;Y;No;14;High;Low;80;1;14;2;;9;;6
55;No;Travel_Rarely;Sales;18;University;Life Sciences;1;597;Low;1.0;High;4;Manager;High;Single;16835;3;Y;No;23;Very_High;Very_High;80;0;37;2;;10;;7
41;No;Non-Travel;Sales;10;University;Life Sciences;1;599;Very_High;1.0;High;2;Sales Executive;High;Single;6230;7;Y;No;14;High;Very_High;80;0;16;3;;14;;1
35;No;Travel_Rarely;Sales;1;University;Marketing;1;600;Medium;1.0;High;2;Sales Executive;High;Married;4717;9;Y;No;11;High;High;80;0;15;2;;11;;6
40;No;Travel_Rarely;Research & Development;6;University;Life Sciences;1;601;Medium;1.0;High;4;Manufacturing Director;High;Single;13237;7;Y;No;15;High;High;80;0;22;3;High;20;;5
39;No;Travel_Frequently;Research & Development;8;University;Life Sciences;1;602;High;1.0;High;1;Laboratory Technician;High;Married;3755;1;Y;No;11;High;Low;80;1;8;3;High;8;;0
31;No;Travel_Rarely;Sales;2;University;Life Sciences;1;604;Medium;1.0;High;2;Sales Executive;High;Single;6582;4;Y;Yes;13;High;High;80;0;10;2;;6;3.0;0
42;No;Travel_Rarely;Research & Development;24;;Medical;1;605;Very_High;1.0;High;3;Manufacturing Director;High;Married;7406;1;Y;Yes;21;Very_High;Very_High;80;1;10;5;;10;;5
45;No;Travel_Rarely;Sales;2;University;Other;1;606;Very_High;1.0;High;2;Sales Executive;High;Married;4805;0;Y;No;19;High;Medium;80;1;9;3;High;8;;3
26;Yes;Travel_Frequently;Human Resources;17;University;Life Sciences;1;608;Medium;1.0;High;1;Human Resources;High;Divorced;2741;0;Y;Yes;11;High;Medium;80;1;8;2;High;7;;1
29;No;Travel_Rarely;Research & Development;19;University;Technical Degree;1;611;Very_High;1.0;High;2;Manufacturing Director;High;Divorced;4262;4;Y;No;12;High;Medium;80;2;8;2;;3;3.0;1
33;No;Travel_Rarely;Research & Development;1;Master;Medical;1;612;Low;2.0;Very_High;4;Research Director;Very_High;Divorced;16184;4;Y;No;19;High;High;80;1;10;2;;6;;0
31;No;Travel_Rarely;Sales;7;Secondary;Life Sciences;1;613;High;2.0;Medium;3;Manager;Medium;Divorced;11557;9;Y;No;21;Medium;High;80;1;10;3;;5;2.0;0
18;Yes;Travel_Frequently;Sales;5;University;Marketing;1;614;Medium;1.0;High;1;Sales Representative;High;Single;1878;1;Y;Yes;14;High;Very_High;80;0;0;3;;0;;0
40;No;Non-Travel;Sales;28;;Other;1;615;High;1.0;Low;3;Sales Executive;Low;Divorced;10932;3;Y;No;15;High;High;80;1;20;2;;1;;0
41;No;Non-Travel;Research & Development;2;Secondary;Other;1;616;Low;2.0;Medium;2;Healthcare Representative;Medium;Single;6811;2;Y;Yes;17;Medium;Low;80;0;10;3;;8;;0
26;No;Travel_Rarely;Sales;29;University;Medical;1;618;Low;1.0;High;2;Sales Executive;High;Divorced;4306;5;Y;No;12;High;Low;80;2;8;5;;0;;0
35;No;Travel_Rarely;Sales;1;University;Medical;1;620;Low;1.0;High;2;Sales Executive;High;Single;4859;1;Y;No;16;High;Very_High;80;0;5;3;High;5;3.0;0
34;No;Travel_Rarely;Sales;21;Master;Life Sciences;1;621;Very_High;2.0;Very_High;2;Sales Executive;Very_High;Single;5337;1;Y;No;12;High;Very_High;80;0;10;3;Very_High;10;;5
26;Yes;Travel_Rarely;Research & Development;24;Elementary;Technical Degree;1;622;High;1.0;Low;1;Laboratory Technician;Low;Single;2340;1;Y;Yes;18;Low;Medium;80;0;1;3;;1;;0
37;No;Travel_Rarely;Research & Development;1;University;Technical Degree;1;623;Medium;1.0;High;3;Manufacturing Director;High;Single;7491;4;Y;No;17;High;Very_High;80;0;12;3;High;6;;1
46;No;Travel_Frequently;Research & Development;18;University;Medical;1;624;Low;1.0;High;3;Healthcare Representative;;Married;10527;5;Y;No;11;High;Very_High;80;0;28;3;;2;;1
41;No;Travel_Rarely;Sales;2;;Life Sciences;1;625;Medium;1.0;High;4;Manager;High;Married;16595;7;Y;No;16;High;Medium;80;1;22;2;;18;;11
37;No;Non-Travel;Sales;9;University;Medical;1;626;Low;1.0;High;3;Sales Executive;High;Divorced;8834;1;Y;No;13;High;Very_High;80;1;9;6;;9;;7
52;No;Travel_Rarely;Research & Development;6;University;Technical Degree;1;630;Very_High;2.0;High;2;Research Scientist;High;Divorced;5577;3;Y;Yes;12;High;Medium;80;2;18;3;High;10;;6
32;Yes;Non-Travel;Sales;11;Master;Other;1;631;Very_High;2.0;Very_High;2;Sales Executive;Very_High;Married;4707;8;Y;No;12;High;Very_High;80;0;6;2;;4;;1
24;No;Travel_Frequently;Sales;24;;Medical;1;632;Very_High;1.0;High;1;Sales Representative;High;Married;2400;0;Y;No;13;High;High;80;2;3;3;;2;;2
38;No;Travel_Rarely;Research & Development;10;University;Medical;1;634;High;1.0;High;2;Healthcare Representative;;Married;9824;3;Y;No;19;High;High;80;1;18;4;High;1;3.0;0
37;No;Travel_Rarely;Research & Development;1;University;Life Sciences;1;635;Medium;1.0;High;2;Manufacturing Director;High;Married;6447;6;Y;No;12;High;Medium;80;1;8;2;;6;;4
49;No;Travel_Rarely;Research & Development;18;Secondary;Life Sciences;1;638;Very_High;2.0;Medium;5;Research Director;Medium;Divorced;19502;1;Y;Yes;17;Medium;High;80;1;31;5;Medium;31;;0
24;No;Travel_Rarely;Research & Development;23;Master;Medical;1;639;Medium;2.0;Very_High;1;Research Scientist;Very_High;Married;2725;1;Y;Yes;11;High;Medium;80;2;6;3;Very_High;6;4.0;1
26;No;Travel_Rarely;Sales;28;University;Marketing;1;641;Low;1.0;High;2;Sales Executive;;Married;6272;1;Y;No;20;Very_High;Very_High;80;2;6;5;;5;;1
24;No;Travel_Rarely;Research & Development;17;Secondary;Other;1;643;Very_High;1.0;Medium;1;Laboratory Technician;Medium;Married;2127;1;Y;No;21;Medium;Very_High;80;1;1;2;;1;;0
50;No;Travel_Frequently;Human Resources;3;University;Medical;1;644;Low;1.0;High;5;Manager;;Married;18200;1;Y;No;11;High;High;80;1;32;2;High;32;3.0;10
25;No;Travel_Rarely;Sales;13;University;Medical;1;645;Medium;1.0;High;1;Sales Representative;High;Married;2096;1;Y;No;11;High;High;80;0;7;1;High;7;;0
24;Yes;Travel_Frequently;Research & Development;7;University;Life Sciences;1;647;Low;1.0;High;1;Laboratory Technician;High;Married;2886;1;Y;Yes;16;High;Very_High;80;1;6;4;;6;;1
30;Yes;Travel_Frequently;Sales;12;Secondary;Life Sciences;1;648;Medium;2.0;Medium;1;Sales Representative;Medium;Married;2033;1;Y;No;18;High;High;80;1;1;2;Medium;1;;0
34;No;Travel_Rarely;Research & Development;1;Secondary;Life Sciences;1;649;Medium;2.0;Medium;1;Research Scientist;;Married;3622;1;Y;Yes;13;High;Very_High;80;1;6;3;;6;;1
31;Yes;Travel_Rarely;Sales;13;University;Medical;1;650;Medium;1.0;High;2;Sales Executive;High;Divorced;4233;2;Y;No;17;High;High;80;0;9;2;;3;3.0;1
35;No;Travel_Rarely;Research & Development;25;;Other;1;652;Low;2.0;Medium;2;Laboratory Technician;Medium;Single;3681;4;Y;No;14;Medium;Very_High;80;0;9;3;;3;;0
31;No;Travel_Rarely;Sales;6;Master;Medical;1;653;Low;2.0;Very_High;2;Sales Executive;Very_High;Divorced;5460;4;Y;No;22;Very_High;Very_High;80;2;13;4;Very_High;7;;5
27;No;Travel_Rarely;Research & Development;6;Secondary;Medical;1;655;Low;2.0;Medium;1;Research Scientist;Medium;Divorced;2187;0;Y;No;12;Medium;High;80;2;6;5;;5;;0
37;No;Travel_Rarely;Sales;2;University;Marketing;1;656;Very_High;1.0;High;2;Sales Executive;High;Married;9602;4;Y;Yes;11;High;High;80;1;17;3;High;3;;1
20;No;Travel_Rarely;Research & Development;1;Secondary;Life Sciences;1;657;Very_High;2.0;Medium;1;Research Scientist;Medium;Single;2836;1;Y;No;13;Medium;Very_High;80;0;1;0;Medium;1;;0
42;No;Travel_Rarely;Research & Development;2;University;Life Sciences;1;659;High;1.0;High;2;Healthcare Representative;High;Married;4089;1;Y;No;13;High;Medium;80;2;10;4;;10;3.0;2
43;No;Travel_Rarely;Research & Development;6;Secondary;Other;1;661;Medium;2.0;Medium;4;Research Director;Medium;Divorced;16627;4;Y;Yes;14;Medium;High;80;1;21;3;;1;2.0;0
38;No;Travel_Rarely;Research & Development;1;University;Life Sciences;1;662;High;1.0;High;1;Research Scientist;High;Single;2619;3;Y;No;17;High;Very_High;80;0;8;3;;0;;0
43;No;Travel_Frequently;Research & Development;9;University;Medical;1;663;Very_High;1.0;High;2;Laboratory Technician;High;Divorced;5679;3;Y;Yes;13;High;Medium;80;1;10;3;;8;;4
48;No;Travel_Rarely;Research & Development;1;Secondary;Life Sciences;1;664;Very_High;2.0;Medium;4;Manager;Medium;Married;15402;7;Y;No;11;Medium;Low;80;1;21;3;;3;;0
44;No;Travel_Rarely;Human Resources;1;Secondary;Life Sciences;1;665;Low;2.0;Medium;2;Human Resources;Medium;Single;5985;4;Y;No;11;Medium;Medium;80;0;10;1;;2;;0
34;No;Travel_Rarely;Sales;14;University;Technical Degree;1;666;High;1.0;High;1;Sales Representative;High;Divorced;2579;1;Y;Yes;18;High;Very_High;80;2;8;3;High;8;;0
27;Yes;Travel_Rarely;Sales;2;University;Marketing;1;667;High;1.0;High;1;Sales Representative;High;Divorced;3041;0;Y;No;11;High;Medium;80;1;5;3;;4;;0
21;No;Travel_Rarely;Sales;22;University;Technical Degree;1;669;High;1.0;High;1;Sales Representative;High;Single;3447;1;Y;No;11;High;High;80;0;3;2;;3;;1
44;No;Travel_Rarely;Research & Development;3;University;Other;1;671;Very_High;1.0;High;5;Manager;High;Married;19513;4;Y;Yes;12;High;Low;80;1;26;2;;2;;0
22;No;Travel_Rarely;Research & Development;6;University;Medical;1;675;Low;1.0;High;1;Research Scientist;High;Married;2773;0;Y;No;20;Very_High;Very_High;80;0;3;3;;2;;2
33;No;Travel_Rarely;Sales;8;University;Marketing;1;677;High;1.0;High;2;Sales Executive;High;Divorced;7104;0;Y;No;12;High;Very_High;80;0;6;3;;5;;1
32;No;Travel_Rarely;Research & Development;9;University;Life Sciences;1;679;Low;1.0;High;2;Research Scientist;High;Married;6322;1;Y;Yes;12;High;Very_High;80;1;6;2;;6;;0
30;No;Travel_Frequently;Research & Development;3;University;Medical;1;680;High;1.0;High;1;Research Scientist;High;Divorced;2083;1;Y;No;20;Very_High;High;80;1;1;2;High;1;;0
53;No;Travel_Rarely;Sales;1;University;Medical;1;682;Very_High;1.0;High;2;Sales Executive;High;Single;8381;7;Y;No;20;Very_High;Very_High;80;0;18;2;;14;;8
34;No;Travel_Rarely;Research & Development;1;University;Life Sciences;1;683;Medium;1.0;High;1;Research Scientist;;Married;2691;1;Y;No;12;High;Very_High;80;1;10;4;;10;;8
45;Yes;Travel_Frequently;Sales;26;University;Life Sciences;1;684;Low;2.0;High;2;Sales Executive;High;Married;4286;2;Y;No;14;High;Very_High;80;2;5;4;High;1;;0
26;No;Travel_Rarely;Research & Development;6;University;Life Sciences;1;686;High;1.0;High;1;Laboratory Technician;High;Married;2659;1;Y;Yes;13;High;High;80;1;3;2;;3;;0
37;No;Travel_Rarely;Research & Development;3;;Other;1;689;High;2.0;;3;Manufacturing Director;;Married;9434;1;Y;No;15;High;High;80;1;10;2;;10;;7
29;No;Travel_Rarely;Sales;3;University;Medical;1;690;Medium;1.0;High;2;Sales Executive;High;Married;5561;1;Y;No;14;High;Low;80;1;6;5;;6;3.0;1
35;No;Travel_Rarely;Research & Development;6;Elementary;Life Sciences;1;691;Medium;1.0;Low;2;Research Scientist;Low;Single;6646;1;Y;No;13;Low;Medium;80;0;17;3;;17;;11
33;No;Travel_Frequently;Research & Development;6;;Life Sciences;1;692;High;1.0;High;2;Healthcare Representative;High;Divorced;7725;3;Y;No;23;Very_High;High;80;1;15;2;;13;;4
54;No;Travel_Rarely;Human Resources;19;University;Medical;1;698;High;2.0;High;3;Human Resources;High;Married;10725;2;Y;No;15;High;High;80;1;16;1;;9;;7
36;No;Travel_Rarely;Research & Development;9;Secondary;Medical;1;699;Medium;2.0;Medium;2;Manufacturing Director;Medium;Divorced;8847;2;Y;Yes;11;Medium;High;80;1;13;2;;3;;0
27;No;Travel_Rarely;Research & Development;3;Secondary;Medical;1;700;Low;2.0;Medium;1;Research Scientist;Medium;Single;2045;0;Y;No;13;Medium;Very_High;80;0;5;0;;4;;1
20;Yes;Travel_Rarely;Research & Development;10;University;Medical;1;701;Very_High;1.0;High;1;Research Scientist;High;Single;1009;1;Y;Yes;11;High;Very_High;80;0;1;5;High;1;;1
33;Yes;Travel_Frequently;Research & Development;3;University;Life Sciences;1;702;Low;1.0;High;1;Research Scientist;High;Single;3348;1;Y;Yes;11;High;Low;80;0;10;3;;10;;9
35;No;Non-Travel;Research & Development;3;Secondary;Life Sciences;1;704;High;2.0;Medium;1;Laboratory Technician;Medium;Married;1281;1;Y;No;18;High;High;80;2;1;3;;1;;0
23;No;Travel_Rarely;Research & Development;4;Master;Medical;1;705;Low;2.0;Very_High;1;Research Scientist;;Married;2819;2;Y;No;16;High;Low;80;1;5;3;;3;4.0;0
25;No;Travel_Rarely;Sales;8;Master;Life Sciences;1;707;Very_High;2.0;Very_High;2;Sales Executive;Very_High;Married;4851;0;Y;No;22;Very_High;High;80;1;4;4;;3;;1
38;No;Travel_Rarely;Sales;7;Secondary;Marketing;1;709;Very_High;2.0;Medium;2;Sales Executive;Medium;Single;4028;0;Y;No;20;Medium;Low;80;0;8;2;;7;2.0;0
29;No;Travel_Frequently;Research & Development;1;Elementary;Life Sciences;1;710;Medium;1.0;Low;1;Research Scientist;Low;Divorced;2720;1;Y;No;18;Low;Very_High;80;1;10;5;;10;1.0;2
48;No;Travel_Rarely;Sales;2;Master;Marketing;1;712;Medium;2.0;Very_High;2;Sales Executive;Very_High;Married;8120;3;Y;No;12;High;Very_High;80;0;12;3;;2;;2
27;No;Travel_Frequently;Sales;3;Master;Medical;1;714;Very_High;2.0;Very_High;2;Sales Executive;;Divorced;4647;1;Y;Yes;20;Very_High;Medium;80;2;6;3;;6;;0
37;No;Travel_Rarely;Research & Development;10;Master;Life Sciences;1;715;Very_High;2.0;Very_High;1;Research Scientist;Very_High;Single;4680;3;Y;No;17;High;Low;80;0;4;2;;1;4.0;0
50;No;Travel_Rarely;Research & Development;28;Master;Medical;1;716;Very_High;2.0;Very_High;1;Laboratory Technician;Very_High;Married;3221;1;Y;Yes;11;High;High;80;3;20;3;Very_High;20;;3
34;No;Travel_Rarely;Research & Development;9;Secondary;Medical;1;717;Very_High;2.0;Medium;3;Healthcare Representative;Medium;Single;8621;1;Y;No;14;Medium;Medium;80;0;9;3;;8;;7
24;Yes;Travel_Rarely;Sales;3;;Life Sciences;1;720;Low;1.0;High;2;Sales Executive;High;Single;4577;9;Y;No;14;High;Low;80;0;4;3;;2;;2
39;No;Travel_Rarely;Research & Development;2;Secondary;Technical Degree;1;721;Very_High;2.0;Medium;2;Healthcare Representative;Medium;Single;4553;1;Y;No;11;High;Low;80;0;20;4;Medium;20;2.0;11
32;No;Travel_Rarely;Sales;10;University;Marketing;1;722;Very_High;1.0;High;2;Sales Executive;High;Single;5396;1;Y;No;12;High;Very_High;80;0;10;2;;10;;0
50;Yes;Travel_Frequently;Sales;8;University;Technical Degree;1;723;Medium;1.0;High;2;Sales Executive;High;Married;6796;3;Y;Yes;14;High;Low;80;1;18;4;High;4;;1
38;No;Travel_Rarely;Research & Development;1;Master;Life Sciences;1;724;Medium;2.0;Very_High;2;Healthcare Representative;Very_High;Single;7625;0;Y;No;13;High;High;80;0;10;4;Very_High;9;;1
27;No;Travel_Rarely;Research & Development;1;;Life Sciences;1;725;High;2.0;;3;Manufacturing Director;;Married;7412;1;Y;No;11;High;Very_High;80;0;9;3;;9;;0
32;No;Travel_Rarely;Research & Development;3;University;Life Sciences;1;727;High;1.0;High;3;Research Director;High;Single;11159;3;Y;No;15;High;Very_High;80;0;10;6;High;7;;7
47;No;Travel_Rarely;Sales;14;University;Marketing;1;728;Very_High;1.0;High;2;Sales Executive;High;Single;4960;2;Y;No;12;High;Very_High;80;0;20;2;;7;;1
40;No;Travel_Frequently;Sales;5;Secondary;Life Sciences;1;729;Very_High;2.0;Medium;3;Sales Executive;;Married;10475;5;Y;Yes;21;Medium;High;80;1;20;2;Medium;18;;1
53;No;Travel_Rarely;Research & Development;7;Master;Life Sciences;1;730;High;2.0;Very_High;4;Research Director;Very_High;Married;14814;3;Y;No;19;High;High;80;0;32;3;Very_High;5;;1
41;No;Travel_Rarely;Human Resources;10;Secondary;Human Resources;1;731;Medium;2.0;Medium;5;Manager;Medium;Divorced;19141;3;Y;No;15;Medium;Medium;80;3;23;2;;21;;12
